Title,Name,Date,Medium,Dimensions,Acquisition Date,Department,Classification,Height (cm),Width (cm),,
"IIT Alumni Memorial Hall (Navy Building), Chicago, IL (Vertical sections through wall at entrance and horizontal section through outside wall)",Ludwig Mies van der Rohe,1946,Pen and black ink over graphite on illustration board,"30 x 40"" (76.2 x 101.6 cm)",12/10/63,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"IIT Library and Administration Building, Chicago, IL (Vertical and horizontal sections)",Ludwig Mies van der Rohe,1946,Ink,"30 x 40"" (76.2 x 101.6 cm)",12/10/63,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"Promontory Apartment, Chicago, Illinois, Perspective rendering: steel scheme",Ludwig Mies van der Rohe,1946,Pencil,"30 x 20"" (76.2 x 50.8 cm)",12/10/63,Architecture & Design,Mies van der Rohe Archive,76.2002,50.8001,,
"Promontory Apartment Building, Chicago, Illinois, Perspective (from southeast)",Ludwig Mies van der Rohe,1946,Pencil,"30 1/4 x 20 1/4"" (76.8 x 51.4 cm)",1/11/66,Architecture & Design,Mies van der Rohe Archive,76.8352,51.4351,,
"Promontory Apartment Building, 5530 South Shore Drive, Chicago, Illinois (Preliminary scheme)",Ludwig Mies van der Rohe,1946,Cardboard,,1/1/73,Architecture & Design,Architecture,,,,
"Cantor Drive-in Restaurant, Indianapolis, IN, Exterior perspective",Ludwig Mies van der Rohe,1946,Pencil and colored pencil on paper,"6 1/2 x 8"" (16.5 x 20.3 cm)",,Architecture & Design,Mies van der Rohe Archive,16.51,20.3,,
"Cantor Drive-in Restaurant, Indianapolis, IN, Exterior perspective",Ludwig Mies van der Rohe,1946,Pencil on paper,"6 1/2 x 8"" (16.5 x 20.3 cm)",,Architecture & Design,Mies van der Rohe Archive,16.51,20.3,,
"Cantor Drive-in Restaurant, Indianapolis, IN, Restaurant Sign. ""38 Way.""  Perspective",Ludwig Mies van der Rohe,1946,"Brown, red, yellow, and green pencil on graph paper","11 x 8 1/2"" (28 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,28,21.6,,
"Cantor Drive-in Restaurant, Indianapolis, IN, Exterior perspective",Ludwig Mies van der Rohe,1946,"Pencil, colored pencil, watercolor on paper","6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24,21.59,,
"IITRI Minerals and Metals Research Building, Chicago, Illinois, Structural details.  Sections.",Ludwig Mies van der Rohe,1946,Ink on illustration board,"30 x 40"" (76.2 x 101.6 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"Joseph Cantor House Project, Indianapolis, Indiana (Perspective)",Ludwig Mies van der Rohe,1946,Pencil on tracing paper,"18 3/4 × 28"" (47.6 × 71.1 cm)",,Architecture & Design,Mies van der Rohe Archive,47.62509525,71.12014224,,
"Cantor Drive-in Restaurant, Indianapolis, IN, View of the model",Ludwig Mies van der Rohe,1946,Silver gelatin print,"8 x 10"" (20.3 x 25.4 cm)",,Architecture & Design - Image Archive,Mies van der Rohe Archive,20.32004064,25.4000508,,
"Joseph Cantor House Project, Indianapolis, Indiana, Floor plan",Ludwig Mies van der Rohe,1946,Pencil on paper,"21 x 32 1/2"" (53.3 x 82.6 cm)",,Architecture & Design,Mies van der Rohe Archive,53.34010668,82.5501651,,
"Joseph Cantor House Project, Indianapolis, Indiana, Perspective",Ludwig Mies van der Rohe,1946,Charcoal on tracing paper,"25 1/2 x 46 1/2"" (64.8 x 118.1 cm)",,Architecture & Design,Mies van der Rohe Archive,64.77012954,118.1102362,,
"Joseph Cantor House Project, Indianapolis, Indiana, Perspective sketch",Ludwig Mies van der Rohe,1946,Charcoal on tracing paper,"23 1/2 x 46 3/4"" (59.7 x 118.7 cm)",,Architecture & Design,Mies van der Rohe Archive,59.69011938,118.7452375,,
"Joseph Cantor House Project, Indianapolis, Indiana, Perspective",Ludwig Mies van der Rohe,1946,Ink on note paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Joseph Cantor House Project, Indianapolis, Indiana, Perspective",Ludwig Mies van der Rohe,1946,Ink on note paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Joseph Cantor House Project, Indianapolis, Indiana, Aerial perspective",Ludwig Mies van der Rohe,1946,Pencil on note paper,"5 7/8 x 8 1/4"" (14.9 x 21 cm)",,Architecture & Design,Mies van der Rohe Archive,14.92252985,20.95504191,,
"Joseph Cantor House Project, Indianapolis, Indiana, Perspective",Ludwig Mies van der Rohe,1946,Pencil on note paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Joseph Cantor House Project, Indianapolis, Indiana (Exterior perspective and elevation sketch)",Ludwig Mies van der Rohe,1946,Charcoal on tracing paper,"21 x 29 3/4"" (53.3 x 75.6 cm)",,Architecture & Design,Mies van der Rohe Archive,53.34010668,75.56515113,,
Theater project (Combined elevation and section),Ludwig Mies van der Rohe,1947,"Graphite, ink, cut-and-pasted papers, and cut-and-pasted photoreproductions on illustration board","48 x 96"" (121.9 x 243.8 cm)",12/10/63,Architecture & Design,Mies van der Rohe Archive,121.9,243.8,,
"Cantor Drive-in Restaurant, Indianapolis, IN, Structural steel system.  Section",Ludwig Mies van der Rohe,1947,Pencil on tracing paper,"21 x 42"" (53.3 x 106.7 cm)",,Architecture & Design,Mies van der Rohe Archive,53.3,106.7,,
"Promontory Apartment Building, Chicago, IL, Exterior perspective",Ludwig Mies van der Rohe,1947,Pencil on illustration board,"30 x 20"" (76.2 x 50.8 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2002,50.8,,
"Promontory Apartment Building, Chicago, Illinois, Exterior perspective sketch",Ludwig Mies van der Rohe,1947,Pencil on note paper,"5 x 8"" (12.7 x 20.3 cm)",,Architecture & Design,Mies van der Rohe Archive,12.7,20.32,,
Theater project (Combined elevation and section),Ludwig Mies van der Rohe,1947,Paper collage on illustration board,"29 × 60"" (73.7 × 152.4 cm)",,Architecture & Design,Mies van der Rohe Archive,73.66014732,152.4003048,,
"Promontory Apartment Building, Chicago, IL (Perspective)",Ludwig Mies van der Rohe,1947,Pencil on tracing paper,"35 1/2 x 21 3/4"" (90.2 x 55.2 cm)",,Architecture & Design,Mies van der Rohe Archive,90.17018034,55.24511049,,
Theater project,Ludwig Mies van der Rohe,1947,Pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
Theater project,Ludwig Mies van der Rohe,1947,Pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
Theater project,Ludwig Mies van der Rohe,1947,Pencil and ink on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
Theater project,Ludwig Mies van der Rohe,1947,Pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
Theater project,Ludwig Mies van der Rohe,1947,Pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Brochure for Promontory Apartment Building, Chicago, IL",Ludwig Mies van der Rohe,1947,Lithograph,"12 x 9"" (30.5 x 22.9 cm)",,Architecture & Design,Mies van der Rohe Archive,30.48006096,22.86004572,,
"Promontory Apartment Building, Chicago, IL, apartment plan",Ludwig Mies van der Rohe,1947,Pencil on paper,"20 3/4 × 31 1/2"" (52.7 × 80 cm)",,Architecture & Design,Mies van der Rohe Archive,52.70510541,80.01016002,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois (Site plan)",Ludwig Mies van der Rohe,1948,Black ink over pencil on illustration board,"30 x 40"" (76.2 x 101.6 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"Arts Club of Chicago, Chicago, Illinois, Floor plan",Ludwig Mies van der Rohe,1948,Charcoal and pencil on tracing paper,"22 x 21"" (55.9 x 53.3 cm)",,Architecture & Design,Mies van der Rohe Archive,55.8801,53.3401,,
"Arts Club of Chicago, Chicago, Illinois, Floor plan",Ludwig Mies van der Rohe,1948,Charcoal on tracing paper,"21 3/4 x 20 3/4"" (55.2 x 52.7 cm)",,Architecture & Design,Mies van der Rohe Archive,55.2451,52.7,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois, Structural details.  Horizontal sections",Ludwig Mies van der Rohe,1948,Black ink over pencil on illustration board,"30 x 40"" (76.2 x 101.6 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"Unidentified project, Perspective",Ludwig Mies van der Rohe,1948,Red pencil on note paper,"Sheet: 6 x 8 1/2"" (15.2 x 21.6 cm)",12/11/00,Architecture & Design,Architecture,15.24,21.59,,
Unidentified project (Perspective sketch),Ludwig Mies van der Rohe,1948,Colored pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)",12/11/00,Architecture & Design,Architecture,15.24,21.59,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois (Exterior perspective)",Ludwig Mies van der Rohe,1948,Pencil and charcoal on illustration board,"20 x 30"" (50.8 x 76.2 cm)",,Architecture & Design,Mies van der Rohe Archive,50.8001016,76.2001524,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois, Floor plan",Ludwig Mies van der Rohe,1948,Pencil and colored pencil on paper,"8 1/2 x 11"" (21.6 x 27.9 cm)",,Architecture & Design,Mies van der Rohe Archive,21.59004318,27.94005588,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois, Floor plan sketch",Ludwig Mies van der Rohe,1948,Pencil and colored pencil on paper,"8 1/2 x 11"" (21.6 x 27.9 cm)",,Architecture & Design,Mies van der Rohe Archive,21.59004318,27.94005588,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois, Floor plan sketch",Ludwig Mies van der Rohe,1948,Pencil and colored pencil on paper,"8 1/2 x 11"" (21.6 x 27.9 cm)",,Architecture & Design,Mies van der Rohe Archive,21.59004318,27.94005588,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois (Aerial perspective)",Ludwig Mies van der Rohe,1948,Print,"8 1/2 x 11"" (21.6 x 27.9 cm)",,Architecture & Design,Mies van der Rohe Archive,21.59004318,27.94005588,,
"860/880 Lake Shore Drive Apartment Building, Chicago, Illinois, Structural details.  Horizontal sections",Ludwig Mies van der Rohe,1948,Ink and pencil on illustration board,"30 x 40"" (76.2 x 101.6 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2002,101.6002,,
"Brochure for 860/880 Lake Shore Drive Apartment Building, Chicago, Illinois",Ludwig Mies van der Rohe,1948,Lithograph,"12 x 9"" (30.5 x 22.9 cm)",,Architecture & Design,Mies van der Rohe Archive,30.48006096,22.86004572,,
"Algonquin Apartment Buildings, Chicago, IL, Floor plans and exterior perspectives",Ludwig Mies van der Rohe,1949,Pencil on tracing paper,"13 x 8 1/2"" (33 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,33.0201,21.59,,
"Algonquin Apartment Buildings, Chicago, IL, Sections and exterior perspectives",Ludwig Mies van der Rohe,1949,Pencil on tracing paper,"13 x 8 1/2"" (33 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,33.0201,21.59,,
"Algonquin Apartment Buildings, Chicago, IL, Exterior perspective, elevation, and plans",Ludwig Mies van der Rohe,1949,Pencil on tracing paper,"13 x 8 1/2"" (33 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,33.0201,21.59,,
"Farnsworth House, Plano, Illinois (Section, floor)",Ludwig Mies van der Rohe,1949,Pencil on paper,"32 1/2 × 42"" (82.6 × 106.7 cm)",,Architecture & Design,Design,82.5501651,106.6802134,,
"Farnsworth House, Plano, Illinois, Elevations",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"37 x 62"" (94 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,93.98018796,157.480315,,
"Farnsworth House, Plano, Illinois, Elevations and sections",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"37 x 62"" (94 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,93.98018796,157.480315,,
"Farnsworth House, Plano, Illinois, Sections",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"37 x 62"" (94 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,93.98018796,157.480315,,
"Farnsworth House, Plano, Illinois, Floor plan",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"37 x 62"" (94 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,93.98018796,157.480315,,
"Farnsworth House, Plano, Illinois, Floor, terrace and roof details",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"37 x 62"" (94 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,92.71018542,157.480315,,
"Farnsworth House, Plano, Illinois, Heating and ventilating. Sections, plans",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"36 1/2 x 62"" (92.7 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,92.71018542,157.480315,,
"Farnsworth House, Plano, Illinois, Floor, terrace and roof framing plans",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"36 1/2 x 62"" (92.7 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,92.71018542,157.480315,,
"Farnsworth House, Plano, Illinois, Elevations",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"36 1/4 x 62"" (92.1 x 157.5 cm)",,Architecture & Design,Mies van der Rohe Archive,92.07518415,157.480315,,
"Farnsworth House, Plano, Illinois, Toilet, section",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"21 x 29 3/4"" (53.3 x 75.6 cm)",,Architecture & Design,Mies van der Rohe Archive,53.34010668,75.56515113,,
"Farnsworth House, Plano, Illinois, Fireplace. Plan, elevation",Ludwig Mies van der Rohe,1949,Pencil on paper,"28 3/4 x 42"" (73 x 106.7 cm)",,Architecture & Design,Mies van der Rohe Archive,73.02514605,106.6802134,,
"Farnsworth House, Plano, Illinois, Section through core",Ludwig Mies van der Rohe,1949,Pencil on ozalid,"27 x 42"" (68.6 x 106.7 cm)",,Architecture & Design,Mies van der Rohe Archive,68.58013716,106.6802134,,
"Farnsworth House, Plano, Illinois, Hardware details. Section, elevation.",Ludwig Mies van der Rohe,1949,Pencil on tracing paper,"20 1/2 x 29 1/2"" (52.1 x 74.9 cm)",,Architecture & Design,Mies van der Rohe Archive,52.07010414,74.93014986,,
"Farnsworth House, Plano, Illinois (Plan of active Kawneer narrow stile door and elevation.)",Ludwig Mies van der Rohe,1949,Pencil on paper,"17 x 52 3/4"" (43.2 x 134 cm)",,Architecture & Design,Mies van der Rohe Archive,43.18008636,133.985268,,
"Farnsworth House, Plano, Illinois, Exterior elevation of doors",Ludwig Mies van der Rohe,1949,Pencil on vellum,"13 1/4 x 29"" (33.7 x 73.7 cm)",,Architecture & Design,Mies van der Rohe Archive,33.65506731,73.66014732,,
"Farnsworth House, Plano, Illinois, Bathroom door. Section.",Ludwig Mies van der Rohe,1949,Pencil on paper,"13 3/4 x 24"" (34.9 x 61 cm)",,Architecture & Design,Mies van der Rohe Archive,34.92506985,60.96012192,,
"Farnsworth House, Plano, Illinois, Door detail. Section.",Ludwig Mies van der Rohe,1949,Pencil on paper,"10 1/2 x 8 1/2"" (26.7 x 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,26.67005334,21.59004318,,
"Farnsworth House, Plano, Illinois, Curtain track. Section.",Ludwig Mies van der Rohe,1949,Pencil on paper,"15 x 24"" (38.1 x 61 cm)",,Architecture & Design,Mies van der Rohe Archive,38.1000762,60.96012192,,
"Farnsworth House, Plano, Illinois, Stair detail. Section.",Ludwig Mies van der Rohe,1949,Ink on illustration board,"20 x 30"" (50.8 x 76.2 cm)",,Architecture & Design,Mies van der Rohe Archive,50.8001016,76.2001524,,
"Farnsworth House, Plano, Illinois, Partial vertical section and horizontal section at column.",Ludwig Mies van der Rohe,1949,Ink on illustration board,"30 x 16"" (76.2 x 40.6 cm)",,Architecture & Design,Mies van der Rohe Archive,76.2001524,40.64008128,,
"Farnsworth House, Plano, Illinois, Horizontal section.",Ludwig Mies van der Rohe,1949,Ink on illustration board,"20 x 30"" (50.8 x 76.2 cm)",,Architecture & Design,Mies van der Rohe Archive,50.8001016,76.2001524,,
"Farnsworth House, Plano, Illinois, Section, roof",Ludwig Mies van der Rohe,1949,Pencil on paper,"21 x 36"" (53.3 x 91.4 cm)",,Architecture & Design,Mies van der Rohe Archive,53.34010668,91.4,,
"Farnsworth House, Plano, Illinois, Plan, cross-section, and section of fireplace",Ludwig Mies van der Rohe,1949,Pencil on vellum,"31 x 42"" (78.7 x 106.7 cm)",,Architecture & Design,Mies van der Rohe Archive,78.74015748,106.6802134,,
"Farnsworth House, Plano, Illinois, Door details. Sections.",Ludwig Mies van der Rohe,1949,Pencil on paper,"37 x 42"" (94 x 106.7 cm)",,Architecture & Design,Mies van der Rohe Archive,93.98018796,106.6802134,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Grading plan for chapel)",Ludwig Mies van der Rohe,1949,Pencil on paper,"18 × 35 1/2"" (45.7 × 90.2 cm)",,Architecture & Design,Mies van der Rohe Archive,45.72009144,90.17018034,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Interior perspective)",Ludwig Mies van der Rohe,1949,Pencil on paper,"6 × 8 1/2"" (15.2 × 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Exterior perspective sketch)",Ludwig Mies van der Rohe,1949,Colored pencil on paper,"6 × 8 1/2"" (15.2 × 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Interior elevation, exterior perspective, floor plan, and sections. Sketch.)",Ludwig Mies van der Rohe,1949,Pencil on paper,"6 × 8 1/2"" (15.2 × 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Interior perspective sketch)",Ludwig Mies van der Rohe,1949,Pencil on paper,"6 × 8 1/2"" (15.2 × 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Illinois Institute of Technology, Robert F. Carr Memorial Chapel of Saint Savior, Chicago, IL (Exterior elevations)",Ludwig Mies van der Rohe,1949,Pencil and colored pencil on paper,"6 × 8 1/2"" (15.2 × 21.6 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24003048,21.59004318,,
"Fifty by Fifty Feet House Project, Aerial perspective",Ludwig Mies van der Rohe,1950,Pencil on paper,"6 x 8 7/16"" (15.2 x 21.4 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24,21.4313,,
Fifty by Fifty Feet House Project (Aerial perspective),Ludwig Mies van der Rohe,1950,Pencil on paper,"6 x 8 7/16"" (15.2 x 21.4 cm)",,Architecture & Design,Mies van der Rohe Archive,15.24,21.4313,,
